lag_time,msd_mean,msd_std,alpha_exponent
0.000000e+00,0.000000e+00,0.000000e+00,0.000000e+00
1.000000e-01,1.949359e-03,2.040482e-03,2.002737e+00
2.000000e-01,7.812246e-03,7.457695e-03,2.002737e+00
