lag_time,msd_parallel,msd_perp,lambda_ratio
0.000000e+00,0.000000e+00,0.000000e+00,1.000000e+00
1.000000e-01,1.220319e-03,2.214477e-04,5.510641e+00
2.000000e-01,4.527823e-03,1.091433e-03,4.148511e+00
3.000000e-01,8.257887e-03,2.974675e-03,2.776063e+00
4.000000e-01,1.118726e-02,5.919007e-03,1.890056e+00
